region,year,indicator,value,unit,theme,source_csv,source_label,inherited,survey_type,dt_years
Northern,2016,unmet_need,,percent,contraception,mics-indicators,,False,MIS,2.0
Northern,2019,unmet_need,,percent,contraception,mics-indicators,,False,MIS,3.0
Northern,2022,unmet_need,22.3,percent,contraception,mics-indicators,Northern(post 2022),True,DHS,3.0
Savannah,1988,unmet_need,,percent,contraception,mics-indicators,,False,DHS,
Savannah,1993,unmet_need,30.6,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
Savannah,1998,unmet_need,31.4,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
Savannah,2003,unmet_need,35.3,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
Savannah,2008,unmet_need,32.5,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
Savannah,2014,unmet_need,27.8,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,6.0
Savannah,2016,unmet_need,,percent,contraception,mics-indicators,,False,MIS,2.0
Savannah,2019,unmet_need,,percent,contraception,mics-indicators,,False,MIS,3.0
Savannah,2022,unmet_need,21.4,percent,contraception,mics-indicators,Savannah,False,DHS,3.0
North East,1988,unmet_need,,percent,contraception,mics-indicators,,False,DHS,
North East,1993,unmet_need,30.6,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
North East,1998,unmet_need,31.4,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
North East,2003,unmet_need,35.3,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
North East,2008,unmet_need,32.5,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
North East,2014,unmet_need,27.8,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,6.0
North East,2016,unmet_need,,percent,contraception,mics-indicators,,False,MIS,2.0
North East,2019,unmet_need,,percent,contraception,mics-indicators,,False,MIS,3.0
North East,2022,unmet_need,22.5,percent,contraception,mics-indicators,Northeast,True,DHS,3.0
Ashanti,1988,edu_secondary_women,,percent,covariate,select-education-indicators,,False,DHS,
Ashanti,1993,edu_secondary_women,7.7,percent,covariate,select-education-indicators,Ashanti,False,DHS,5.0
Ashanti,1998,edu_secondary_women,60.8,percent,covariate,select-education-indicators,Ashanti,False,DHS,5.0
Ashanti,2003,edu_secondary_women,64.2,percent,covariate,select-education-indicators,Ashanti,False,DHS,5.0
Ashanti,2008,edu_secondary_women,70.9,percent,covariate,select-education-indicators,Ashanti,False,DHS,5.0
Ashanti,2014,edu_secondary_women,73.8,percent,covariate,select-education-indicators,Ashanti,False,DHS,6.0
Ashanti,2016,edu_secondary_women,76.0,percent,covariate,select-education-indicators,Ashanti,False,MIS,2.0
Ashanti,2019,edu_secondary_women,70.8,percent,covariate,select-education-indicators,Ashanti,False,MIS,3.0
Ashanti,2022,edu_secondary_women,79.8,percent,covariate,select-education-indicators,Ashanti,False,DHS,3.0
Central,1988,edu_secondary_women,,percent,covariate,select-education-indicators,,False,DHS,
Central,1993,edu_secondary_women,7.5,percent,covariate,select-education-indicators,Central,False,DHS,5.0
Central,1998,edu_secondary_women,53.0,percent,covariate,select-education-indicators,Central,False,DHS,5.0
Central,2003,edu_secondary_women,46.7,percent,covariate,select-education-indicators,Central,False,DHS,5.0
Central,2008,edu_secondary_women,57.0,percent,covariate,select-education-indicators,Central,False,DHS,5.0
Central,2014,edu_secondary_women,67.0,percent,covariate,select-education-indicators,Central,False,DHS,6.0
Central,2016,edu_secondary_women,62.9,percent,covariate,select-education-indicators,Central,False,MIS,2.0
Central,2019,edu_secondary_women,69.1,percent,covariate,select-education-indicators,Central,False,MIS,3.0
Central,2022,edu_secondary_women,76.6,percent,covariate,select-education-indicators,Central,False,DHS,3.0
Greater Accra,1988,edu_secondary_women,,percent,covariate,select-education-indicators,,False,DHS,
Greater Accra,1993,edu_secondary_women,28.2,percent,covariate,select-education-indicators,Greater Accra,False,DHS,5.0
Greater Accra,1998,edu_secondary_women,69.6,percent,covariate,select-education-indicators,Greater Accra,False,DHS,5.0
Greater Accra,2003,edu_secondary_women,71.2,percent,covariate,select-education-indicators,Greater Accra,False,DHS,5.0
Greater Accra,2008,edu_secondary_women,77.6,percent,covariate,select-education-indicators,Greater Accra,False,DHS,5.0
Greater Accra,2014,edu_secondary_women,77.5,percent,covariate,select-education-indicators,Greater Accra,False,DHS,6.0
Greater Accra,2016,edu_secondary_women,76.5,percent,covariate,select-education-indicators,Greater Accra,False,MIS,2.0
Greater Accra,2019,edu_secondary_women,78.0,percent,covariate,select-education-indicators,Greater Accra,False,MIS,3.0
Greater Accra,2022,edu_secondary_women,84.6,percent,covariate,select-education-indicators,Greater Accra,False,DHS,3.0
Eastern,1988,edu_secondary_women,,percent,covariate,select-education-indicators,,False,DHS,
Eastern,1993,edu_secondary_women,10.6,percent,covariate,select-education-indicators,Eastern,False,DHS,5.0
Eastern,1998,edu_secondary_women,62.7,percent,covariate,select-education-indicators,Eastern,False,DHS,5.0
Eastern,2003,edu_secondary_women,60.6,percent,covariate,select-education-indicators,Eastern,False,DHS,5.0
Eastern,2008,edu_secondary_women,65.4,percent,covariate,select-education-indicators,Eastern,False,DHS,5.0
Eastern,2014,edu_secondary_women,68.0,percent,covariate,select-education-indicators,Eastern,False,DHS,6.0
Eastern,2016,edu_secondary_women,69.8,percent,covariate,select-education-indicators,Eastern,False,MIS,2.0
Eastern,2019,edu_secondary_women,75.4,percent,covariate,select-education-indicators,Eastern,False,MIS,3.0
Eastern,2022,edu_secondary_women,75.5,percent,covariate,select-education-indicators,Eastern,False,DHS,3.0
Upper East,1988,edu_secondary_women,,percent,covariate,select-education-indicators,,False,DHS,
Upper East,1993,edu_secondary_women,8.3,percent,covariate,select-education-indicators,Upper East,False,DHS,5.0
Upper East,1998,edu_secondary_women,16.3,percent,covariate,select-education-indicators,Upper East,False,DHS,5.0
Upper East,2003,edu_secondary_women,15.8,percent,covariate,select-education-indicators,Upper East,False,DHS,5.0
Upper East,2008,edu_secondary_women,27.0,percent,covariate,select-education-indicators,Upper East,False,DHS,5.0
Upper East,2014,edu_secondary_women,32.9,percent,covariate,select-education-indicators,Upper East,False,DHS,6.0
Upper East,2016,edu_secondary_women,38.3,percent,covariate,select-education-indicators,Upper East,False,MIS,2.0
Upper East,2019,edu_secondary_women,41.8,percent,covariate,select-education-indicators,Upper East,False,MIS,3.0
Upper East,2022,edu_secondary_women,56.8,percent,covariate,select-education-indicators,Upper East,False,DHS,3.0
Upper West,1988,edu_secondary_women,,percent,covariate,select-education-indicators,,False,DHS,
Upper West,1993,edu_secondary_women,3.1,percent,covariate,select-education-indicators,Upper West,False,DHS,5.0
Upper West,1998,edu_secondary_women,16.1,percent,covariate,select-education-indicators,Upper West,False,DHS,5.0
Upper West,2003,edu_secondary_women,21.5,percent,covariate,select-education-indicators,Upper West,False,DHS,5.0
Upper West,2008,edu_secondary_women,28.4,percent,covariate,select-education-indicators,Upper West,False,DHS,5.0
Upper West,2014,edu_secondary_women,31.3,percent,covariate,select-education-indicators,Upper West,False,DHS,6.0
Upper West,2016,edu_secondary_women,42.3,percent,covariate,select-education-indicators,Upper West,False,MIS,2.0
Upper West,2019,edu_secondary_women,37.6,percent,covariate,select-education-indicators,Upper West,False,MIS,3.0
Upper West,2022,edu_secondary_women,47.2,percent,covariate,select-education-indicators,Upper West,False,DHS,3.0
Western,1988,edu_secondary_women,,percent,covariate,select-education-indicators,,False,DHS,
Western,1993,edu_secondary_women,9.5,percent,covariate,select-education-indicators,Western (pre 2022),True,DHS,5.0
Western,1998,edu_secondary_women,50.9,percent,covariate,select-education-indicators,Western (pre 2022),True,DHS,5.0
Western,2003,edu_secondary_women,53.2,percent,covariate,select-education-indicators,Western (pre 2022),True,DHS,5.0
Western,2008,edu_secondary_women,61.7,percent,covariate,select-education-indicators,Western (pre 2022),True,DHS,5.0
Western,2014,edu_secondary_women,65.9,percent,covariate,select-education-indicators,Western (pre 2022),True,DHS,6.0
Western,2016,edu_secondary_women,64.6,percent,covariate,select-education-indicators,Western (pre 2022),True,MIS,2.0
Western,2019,edu_secondary_women,71.7,percent,covariate,select-education-indicators,Western (pre 2022),True,MIS,3.0
Western,2022,edu_secondary_women,76.9,percent,covariate,select-education-indicators,Western (post 2022),True,DHS,3.0
Western North,1988,edu_secondary_women,,percent,covariate,select-education-indicators,,False,DHS,
Western North,1993,edu_secondary_women,9.5,percent,covariate,select-education-indicators,Western (pre 2022),True,DHS,5.0
Western North,1998,edu_secondary_women,50.9,percent,covariate,select-education-indicators,Western (pre 2022),True,DHS,5.0
Western North,2003,edu_secondary_women,53.2,percent,covariate,select-education-indicators,Western (pre 2022),True,DHS,5.0
Western North,2008,edu_secondary_women,61.7,percent,covariate,select-education-indicators,Western (pre 2022),True,DHS,5.0
Western North,2014,edu_secondary_women,65.9,percent,covariate,select-education-indicators,Western (pre 2022),True,DHS,6.0
Western North,2016,edu_secondary_women,64.6,percent,covariate,select-education-indicators,Western (pre 2022),True,MIS,2.0
Western North,2019,edu_secondary_women,71.7,percent,covariate,select-education-indicators,Western (pre 2022),True,MIS,3.0
Western North,2022,edu_secondary_women,71.1,percent,covariate,select-education-indicators,Western North,False,DHS,3.0
Volta,1988,edu_secondary_women,,percent,covariate,select-education-indicators,,False,DHS,
Volta,1993,edu_secondary_women,7.1,percent,covariate,select-education-indicators,Volta (pre 2022),True,DHS,5.0
Volta,1998,edu_secondary_women,54.6,percent,covariate,select-education-indicators,Volta (pre 2022),True,DHS,5.0
Volta,2003,edu_secondary_women,52.0,percent,covariate,select-education-indicators,Volta (pre 2022),True,DHS,5.0
Volta,2008,edu_secondary_women,52.4,percent,covariate,select-education-indicators,Volta (pre 2022),True,DHS,5.0
Volta,2014,edu_secondary_women,58.7,percent,covariate,select-education-indicators,Volta (pre 2022),True,DHS,6.0
Volta,2016,edu_secondary_women,62.3,percent,covariate,select-education-indicators,Volta (pre 2022),True,MIS,2.0
Volta,2019,edu_secondary_women,58.1,percent,covariate,select-education-indicators,Volta (pre 2022),True,MIS,3.0
Volta,2022,edu_secondary_women,76.4,percent,covariate,select-education-indicators,Volta (post 2022),True,DHS,3.0
Oti,1988,edu_secondary_women,,percent,covariate,select-education-indicators,,False,DHS,
Oti,1993,edu_secondary_women,7.1,percent,covariate,select-education-indicators,Volta (pre 2022),True,DHS,5.0
Oti,1998,edu_secondary_women,54.6,percent,covariate,select-education-indicators,Volta (pre 2022),True,DHS,5.0
Oti,2003,edu_secondary_women,52.0,percent,covariate,select-education-indicators,Volta (pre 2022),True,DHS,5.0
Oti,2008,edu_secondary_women,52.4,percent,covariate,select-education-indicators,Volta (pre 2022),True,DHS,5.0
Oti,2014,edu_secondary_women,58.7,percent,covariate,select-education-indicators,Volta (pre 2022),True,DHS,6.0
Oti,2016,edu_secondary_women,62.3,percent,covariate,select-education-indicators,Volta (pre 2022),True,MIS,2.0
Oti,2019,edu_secondary_women,58.1,percent,covariate,select-education-indicators,Volta (pre 2022),True,MIS,3.0
Oti,2022,edu_secondary_women,48.9,percent,covariate,select-education-indicators,Oti,False,DHS,3.0
Ahafo,1988,edu_secondary_women,,percent,covariate,select-education-indicators,,False,DHS,
Ahafo,1993,edu_secondary_women,6.8,percent,covariate,select-education-indicators,Brong-Ahafo,True,DHS,5.0
Ahafo,1998,edu_secondary_women,50.6,percent,covariate,select-education-indicators,Brong-Ahafo,True,DHS,5.0
Ahafo,2003,edu_secondary_women,49.7,percent,covariate,select-education-indicators,Brong-Ahafo,True,DHS,5.0
Ahafo,2008,edu_secondary_women,55.3,percent,covariate,select-education-indicators,Brong-Ahafo,True,DHS,5.0
Ahafo,2014,edu_secondary_women,57.0,percent,covariate,select-education-indicators,Brong-Ahafo,True,DHS,6.0
Ahafo,2016,edu_secondary_women,62.7,percent,covariate,select-education-indicators,Brong-Ahafo,True,MIS,2.0
Ahafo,2019,edu_secondary_women,65.6,percent,covariate,select-education-indicators,Brong-Ahafo,True,MIS,3.0
Ahafo,2022,edu_secondary_women,70.7,percent,covariate,select-education-indicators,Ahafo,False,DHS,3.0
Bono,1988,edu_secondary_women,,percent,covariate,select-education-indicators,,False,DHS,
Bono,1993,edu_secondary_women,6.8,percent,covariate,select-education-indicators,Brong-Ahafo,True,DHS,5.0
Bono,1998,edu_secondary_women,50.6,percent,covariate,select-education-indicators,Brong-Ahafo,True,DHS,5.0
Bono,2003,edu_secondary_women,49.7,percent,covariate,select-education-indicators,Brong-Ahafo,True,DHS,5.0
Bono,2008,edu_secondary_women,55.3,percent,covariate,select-education-indicators,Brong-Ahafo,True,DHS,5.0
Bono,2014,edu_secondary_women,57.0,percent,covariate,select-education-indicators,Brong-Ahafo,True,DHS,6.0
Bono,2016,edu_secondary_women,62.7,percent,covariate,select-education-indicators,Brong-Ahafo,True,MIS,2.0
Bono,2019,edu_secondary_women,65.6,percent,covariate,select-education-indicators,Brong-Ahafo,True,MIS,3.0
Bono,2022,edu_secondary_women,77.4,percent,covariate,select-education-indicators,Bono,False,DHS,3.0
Bono East,1988,edu_secondary_women,,percent,covariate,select-education-indicators,,False,DHS,
Bono East,1993,edu_secondary_women,6.8,percent,covariate,select-education-indicators,Brong-Ahafo,True,DHS,5.0
Bono East,1998,edu_secondary_women,50.6,percent,covariate,select-education-indicators,Brong-Ahafo,True,DHS,5.0
Bono East,2003,edu_secondary_women,49.7,percent,covariate,select-education-indicators,Brong-Ahafo,True,DHS,5.0
Bono East,2008,edu_secondary_women,55.3,percent,covariate,select-education-indicators,Brong-Ahafo,True,DHS,5.0
Bono East,2014,edu_secondary_women,57.0,percent,covariate,select-education-indicators,Brong-Ahafo,True,DHS,6.0
Bono East,2016,edu_secondary_women,62.7,percent,covariate,select-education-indicators,Brong-Ahafo,True,MIS,2.0
Bono East,2019,edu_secondary_women,65.6,percent,covariate,select-education-indicators,Brong-Ahafo,True,MIS,3.0
Bono East,2022,edu_secondary_women,57.8,percent,covariate,select-education-indicators,Bono East,False,DHS,3.0
Northern,1988,edu_secondary_women,,percent,covariate,select-education-indicators,,False,DHS,
Northern,1993,edu_secondary_women,3.4,percent,covariate,select-education-indicators,Northern (pre 2022),True,DHS,5.0
Northern,1998,edu_secondary_women,11.3,percent,covariate,select-education-indicators,Northern (pre 2022),True,DHS,5.0
Northern,2003,edu_secondary_women,12.7,percent,covariate,select-education-indicators,Northern (pre 2022),True,DHS,5.0
Northern,2008,edu_secondary_women,23.6,percent,covariate,select-education-indicators,Northern (pre 2022),True,DHS,5.0
Northern,2014,edu_secondary_women,23.1,percent,covariate,select-education-indicators,Northern (pre 2022),True,DHS,6.0
Northern,2016,edu_secondary_women,27.4,percent,covariate,select-education-indicators,Northern (pre 2022),True,MIS,2.0
Northern,2019,edu_secondary_women,27.6,percent,covariate,select-education-indicators,Northern (pre 2022),True,MIS,3.0
Northern,2022,edu_secondary_women,37.8,percent,covariate,select-education-indicators,Northern(post 2022),True,DHS,3.0
Savannah,1988,edu_secondary_women,,percent,covariate,select-education-indicators,,False,DHS,
Savannah,1993,edu_secondary_women,3.4,percent,covariate,select-education-indicators,Northern (pre 2022),True,DHS,5.0
Savannah,1998,edu_secondary_women,11.3,percent,covariate,select-education-indicators,Northern (pre 2022),True,DHS,5.0
Savannah,2003,edu_secondary_women,12.7,percent,covariate,select-education-indicators,Northern (pre 2022),True,DHS,5.0
Savannah,2008,edu_secondary_women,23.6,percent,covariate,select-education-indicators,Northern (pre 2022),True,DHS,5.0
Savannah,2014,edu_secondary_women,23.1,percent,covariate,select-education-indicators,Northern (pre 2022),True,DHS,6.0
Savannah,2016,edu_secondary_women,27.4,percent,covariate,select-education-indicators,Northern (pre 2022),True,MIS,2.0
Savannah,2019,edu_secondary_women,27.6,percent,covariate,select-education-indicators,Northern (pre 2022),True,MIS,3.0
Savannah,2022,edu_secondary_women,31.8,percent,covariate,select-education-indicators,Savannah,False,DHS,3.0
North East,1988,edu_secondary_women,,percent,covariate,select-education-indicators,,False,DHS,
North East,1993,edu_secondary_women,3.4,percent,covariate,select-education-indicators,Northern (pre 2022),True,DHS,5.0
North East,1998,edu_secondary_women,11.3,percent,covariate,select-education-indicators,Northern (pre 2022),True,DHS,5.0
North East,2003,edu_secondary_women,12.7,percent,covariate,select-education-indicators,Northern (pre 2022),True,DHS,5.0
North East,2008,edu_secondary_women,23.6,percent,covariate,select-education-indicators,Northern (pre 2022),True,DHS,5.0
North East,2014,edu_secondary_women,23.1,percent,covariate,select-education-indicators,Northern (pre 2022),True,DHS,6.0
North East,2016,edu_secondary_women,27.4,percent,covariate,select-education-indicators,Northern (pre 2022),True,MIS,2.0
North East,2019,edu_secondary_women,27.6,percent,covariate,select-education-indicators,Northern (pre 2022),True,MIS,3.0
North East,2022,edu_secondary_women,33.2,percent,covariate,select-education-indicators,Northeast,True,DHS,3.0
Ashanti,1988,age_first_birth,19.3,years,covariate,dhs-mobile,Ashanti,False,DHS,
Ashanti,1993,age_first_birth,19.9,years,covariate,dhs-mobile,Ashanti,False,DHS,5.0
Ashanti,1998,age_first_birth,19.9,years,covariate,dhs-mobile,Ashanti,False,DHS,5.0
Ashanti,2003,age_first_birth,20.2,years,covariate,dhs-mobile,Ashanti,False,DHS,5.0
Ashanti,2008,age_first_birth,20.8,years,covariate,dhs-mobile,Ashanti,False,DHS,5.0
Ashanti,2014,age_first_birth,21.5,years,covariate,dhs-mobile,Ashanti,False,DHS,6.0
Ashanti,2016,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,2.0
Ashanti,2019,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,3.0
Ashanti,2022,age_first_birth,22.2,years,covariate,dhs-mobile,Ashanti,False,DHS,3.0
Central,1988,age_first_birth,19.3,years,covariate,dhs-mobile,Central,False,DHS,
Central,1993,age_first_birth,19.7,years,covariate,dhs-mobile,Central,False,DHS,5.0
Central,1998,age_first_birth,20.0,years,covariate,dhs-mobile,Central,False,DHS,5.0
Central,2003,age_first_birth,20.1,years,covariate,dhs-mobile,Central,False,DHS,5.0
Central,2008,age_first_birth,20.2,years,covariate,dhs-mobile,Central,False,DHS,5.0
Central,2014,age_first_birth,20.5,years,covariate,dhs-mobile,Central,False,DHS,6.0
Central,2016,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,2.0
Central,2019,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,3.0
Central,2022,age_first_birth,21.4,years,covariate,dhs-mobile,Central,False,DHS,3.0
Greater Accra,1988,age_first_birth,20.5,years,covariate,dhs-mobile,Greater Accra,False,DHS,
Greater Accra,1993,age_first_birth,21.6,years,covariate,dhs-mobile,Greater Accra,False,DHS,5.0
Greater Accra,1998,age_first_birth,22.0,years,covariate,dhs-mobile,Greater Accra,False,DHS,5.0
Greater Accra,2003,age_first_birth,21.8,years,covariate,dhs-mobile,Greater Accra,False,DHS,5.0
Greater Accra,2008,age_first_birth,23.2,years,covariate,dhs-mobile,Greater Accra,False,DHS,5.0
Greater Accra,2014,age_first_birth,24.0,years,covariate,dhs-mobile,Greater Accra,False,DHS,6.0
Greater Accra,2016,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,2.0
Greater Accra,2019,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,3.0
Greater Accra,2022,age_first_birth,24.5,years,covariate,dhs-mobile,Greater Accra,False,DHS,3.0
Eastern,1988,age_first_birth,19.2,years,covariate,dhs-mobile,Eastern,False,DHS,
Eastern,1993,age_first_birth,20.4,years,covariate,dhs-mobile,Eastern,False,DHS,5.0
Eastern,1998,age_first_birth,20.0,years,covariate,dhs-mobile,Eastern,False,DHS,5.0
Eastern,2003,age_first_birth,20.3,years,covariate,dhs-mobile,Eastern,False,DHS,5.0
Eastern,2008,age_first_birth,20.2,years,covariate,dhs-mobile,Eastern,False,DHS,5.0
Eastern,2014,age_first_birth,20.7,years,covariate,dhs-mobile,Eastern,False,DHS,6.0
Eastern,2016,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,2.0
Eastern,2019,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,3.0
Eastern,2022,age_first_birth,21.8,years,covariate,dhs-mobile,Eastern,False,DHS,3.0
Upper East,1988,age_first_birth,19.3,years,covariate,dhs-mobile,"Northern, Upper West, Upper East",True,DHS,
Upper East,1993,age_first_birth,20.1,years,covariate,dhs-mobile,Upper East,False,DHS,5.0
Upper East,1998,age_first_birth,20.8,years,covariate,dhs-mobile,Upper East,False,DHS,5.0
Upper East,2003,age_first_birth,19.9,years,covariate,dhs-mobile,Upper East,False,DHS,5.0
Upper East,2008,age_first_birth,19.5,years,covariate,dhs-mobile,Upper East,False,DHS,5.0
Upper East,2014,age_first_birth,20.2,years,covariate,dhs-mobile,Upper East,False,DHS,6.0
Upper East,2016,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,2.0
Upper East,2019,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,3.0
Upper East,2022,age_first_birth,21.0,years,covariate,dhs-mobile,Upper East,False,DHS,3.0
Upper West,1988,age_first_birth,19.3,years,covariate,dhs-mobile,"Northern, Upper West, Upper East",True,DHS,
Upper West,1993,age_first_birth,21.0,years,covariate,dhs-mobile,Upper West,False,DHS,5.0
Upper West,1998,age_first_birth,21.2,years,covariate,dhs-mobile,Upper West,False,DHS,5.0
Upper West,2003,age_first_birth,20.5,years,covariate,dhs-mobile,Upper West,False,DHS,5.0
Upper West,2008,age_first_birth,19.5,years,covariate,dhs-mobile,Upper West,False,DHS,5.0
Upper West,2014,age_first_birth,20.5,years,covariate,dhs-mobile,Upper West,False,DHS,6.0
Upper West,2016,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,2.0
Upper West,2019,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,3.0
Upper West,2022,age_first_birth,22.1,years,covariate,dhs-mobile,Upper West,False,DHS,3.0
Western,1988,age_first_birth,19.2,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,
Western,1993,age_first_birth,19.1,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,5.0
Western,1998,age_first_birth,19.7,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,5.0
Western,2003,age_first_birth,20.0,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,5.0
Western,2008,age_first_birth,21.0,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,5.0
Western,2014,age_first_birth,21.3,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,6.0
Western,2016,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,2.0
Western,2019,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,3.0
Western,2022,age_first_birth,21.6,years,covariate,dhs-mobile,Western (post 2022),True,DHS,3.0
Western North,1988,age_first_birth,19.2,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,
Western North,1993,age_first_birth,19.1,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,5.0
Western North,1998,age_first_birth,19.7,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,5.0
Western North,2003,age_first_birth,20.0,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,5.0
Western North,2008,age_first_birth,21.0,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,5.0
Western North,2014,age_first_birth,21.3,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,6.0
Western North,2016,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,2.0
Western North,2019,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,3.0
Western North,2022,age_first_birth,21.1,years,covariate,dhs-mobile,Western North,False,DHS,3.0
Volta,1988,age_first_birth,20.0,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,
Volta,1993,age_first_birth,20.0,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,5.0
Volta,1998,age_first_birth,20.4,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,5.0
Volta,2003,age_first_birth,20.7,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,5.0
Volta,2008,age_first_birth,20.4,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,5.0
Volta,2014,age_first_birth,21.1,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,6.0
Volta,2016,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,2.0
Volta,2019,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,3.0
Volta,2022,age_first_birth,22.2,years,covariate,dhs-mobile,Volta (post 2022),True,DHS,3.0
Oti,1988,age_first_birth,20.0,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,
Oti,1993,age_first_birth,20.0,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,5.0
Oti,1998,age_first_birth,20.4,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,5.0
Oti,2003,age_first_birth,20.7,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,5.0
Oti,2008,age_first_birth,20.4,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,5.0
Oti,2014,age_first_birth,21.1,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,6.0
Oti,2016,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,2.0
Oti,2019,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,3.0
Oti,2022,age_first_birth,20.6,years,covariate,dhs-mobile,Oti,False,DHS,3.0
Ahafo,1988,age_first_birth,19.6,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,
Ahafo,1993,age_first_birth,19.6,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Ahafo,1998,age_first_birth,19.6,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Ahafo,2003,age_first_birth,20.2,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Ahafo,2008,age_first_birth,20.2,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Ahafo,2014,age_first_birth,20.8,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,6.0
Ahafo,2016,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,2.0
Ahafo,2019,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,3.0
Ahafo,2022,age_first_birth,21.1,years,covariate,dhs-mobile,Ahafo,False,DHS,3.0
Bono,1988,age_first_birth,19.6,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,
Bono,1993,age_first_birth,19.6,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Bono,1998,age_first_birth,19.6,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Bono,2003,age_first_birth,20.2,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Bono,2008,age_first_birth,20.2,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Bono,2014,age_first_birth,20.8,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,6.0
Bono,2016,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,2.0
Bono,2019,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,3.0
Bono,2022,age_first_birth,22.4,years,covariate,dhs-mobile,Bono,False,DHS,3.0
Bono East,1988,age_first_birth,19.6,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,
Bono East,1993,age_first_birth,19.6,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Bono East,1998,age_first_birth,19.6,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Bono East,2003,age_first_birth,20.2,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Bono East,2008,age_first_birth,20.2,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Bono East,2014,age_first_birth,20.8,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,6.0
Bono East,2016,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,2.0
