region,year,indicator,value,unit,theme,source_csv,source_label,inherited,survey_type,dt_years
Bono East,2008,asfr_15_19,97.0,births/1000,adolescent,fertility-rates,Brong-Ahafo,True,DHS,5.0
Bono East,2014,asfr_15_19,105.0,births/1000,adolescent,fertility-rates,Brong-Ahafo,True,DHS,6.0
Bono East,2016,asfr_15_19,102.0,births/1000,adolescent,fertility-rates,Brong-Ahafo,True,MIS,2.0
Bono East,2019,asfr_15_19,99.0,births/1000,adolescent,fertility-rates,Brong-Ahafo,True,MIS,3.0
Bono East,2022,asfr_15_19,92.0,births/1000,adolescent,fertility-rates,Bono East,False,DHS,3.0
Northern,1988,asfr_15_19,93.0,births/1000,adolescent,fertility-rates,"Northern, Upper West, Upper East",True,DHS,
Northern,1993,asfr_15_19,133.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,DHS,5.0
Northern,1998,asfr_15_19,131.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,DHS,5.0
Northern,2003,asfr_15_19,87.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,DHS,5.0
Northern,2008,asfr_15_19,96.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,DHS,5.0
Northern,2014,asfr_15_19,93.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,DHS,6.0
Northern,2016,asfr_15_19,101.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,MIS,2.0
Northern,2019,asfr_15_19,96.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,MIS,3.0
Northern,2022,asfr_15_19,73.0,births/1000,adolescent,fertility-rates,Northern(post 2022),True,DHS,3.0
Savannah,1988,asfr_15_19,93.0,births/1000,adolescent,fertility-rates,"Northern, Upper West, Upper East",True,DHS,
Savannah,1993,asfr_15_19,133.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,DHS,5.0
Savannah,1998,asfr_15_19,131.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,DHS,5.0
Savannah,2003,asfr_15_19,87.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,DHS,5.0
Savannah,2008,asfr_15_19,96.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,DHS,5.0
Savannah,2014,asfr_15_19,93.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,DHS,6.0
Savannah,2016,asfr_15_19,101.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,MIS,2.0
Savannah,2019,asfr_15_19,96.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,MIS,3.0
Savannah,2022,asfr_15_19,116.0,births/1000,adolescent,fertility-rates,Savannah,False,DHS,3.0
North East,1988,asfr_15_19,93.0,births/1000,adolescent,fertility-rates,"Northern, Upper West, Upper East",True,DHS,
North East,1993,asfr_15_19,133.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,DHS,5.0
North East,1998,asfr_15_19,131.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,DHS,5.0
North East,2003,asfr_15_19,87.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,DHS,5.0
North East,2008,asfr_15_19,96.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,DHS,5.0
North East,2014,asfr_15_19,93.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,DHS,6.0
North East,2016,asfr_15_19,101.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,MIS,2.0
North East,2019,asfr_15_19,96.0,births/1000,adolescent,fertility-rates,Northern (pre 2022),True,MIS,3.0
North East,2022,asfr_15_19,121.0,births/1000,adolescent,fertility-rates,Northeast,True,DHS,3.0
Ashanti,1988,mcpr_all_women,5.6,percent,contraception,fp2020,Ashanti,False,DHS,
Ashanti,1993,mcpr_all_women,6.8,percent,contraception,fp2020,Ashanti,False,DHS,5.0
Ashanti,1998,mcpr_all_women,10.9,percent,contraception,fp2020,Ashanti,False,DHS,5.0
Ashanti,2003,mcpr_all_women,16.2,percent,contraception,fp2020,Ashanti,False,DHS,5.0
Ashanti,2008,mcpr_all_women,11.9,percent,contraception,fp2020,Ashanti,False,DHS,5.0
Ashanti,2014,mcpr_all_women,15.5,percent,contraception,fp2020,Ashanti,False,DHS,6.0
Ashanti,2016,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,2.0
Ashanti,2019,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,3.0
Ashanti,2022,mcpr_all_women,26.9,percent,contraception,fp2020,Ashanti,False,DHS,3.0
Central,1988,mcpr_all_women,4.3,percent,contraception,fp2020,Central,False,DHS,
Central,1993,mcpr_all_women,7.1,percent,contraception,fp2020,Central,False,DHS,5.0
Central,1998,mcpr_all_women,9.6,percent,contraception,fp2020,Central,False,DHS,5.0
Central,2003,mcpr_all_women,12.7,percent,contraception,fp2020,Central,False,DHS,5.0
Central,2008,mcpr_all_women,14.7,percent,contraception,fp2020,Central,False,DHS,5.0
Central,2014,mcpr_all_women,23.8,percent,contraception,fp2020,Central,False,DHS,6.0
Central,2016,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,2.0
Central,2019,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,3.0
Central,2022,mcpr_all_women,27.1,percent,contraception,fp2020,Central,False,DHS,3.0
Greater Accra,1988,mcpr_all_women,7.9,percent,contraception,fp2020,Greater Accra,False,DHS,
Greater Accra,1993,mcpr_all_women,13.3,percent,contraception,fp2020,Greater Accra,False,DHS,5.0
Greater Accra,1998,mcpr_all_women,12.4,percent,contraception,fp2020,Greater Accra,False,DHS,5.0
Greater Accra,2003,mcpr_all_women,18.1,percent,contraception,fp2020,Greater Accra,False,DHS,5.0
Greater Accra,2008,mcpr_all_women,16.9,percent,contraception,fp2020,Greater Accra,False,DHS,5.0
Greater Accra,2014,mcpr_all_women,15.7,percent,contraception,fp2020,Greater Accra,False,DHS,6.0
Greater Accra,2016,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,2.0
Greater Accra,2019,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,3.0
Greater Accra,2022,mcpr_all_women,19.0,percent,contraception,fp2020,Greater Accra,False,DHS,3.0
Eastern,1988,mcpr_all_women,4.7,percent,contraception,fp2020,Eastern,False,DHS,
Eastern,1993,mcpr_all_women,11.8,percent,contraception,fp2020,Eastern,False,DHS,5.0
Eastern,1998,mcpr_all_women,15.1,percent,contraception,fp2020,Eastern,False,DHS,5.0
Eastern,2003,mcpr_all_women,16.7,percent,contraception,fp2020,Eastern,False,DHS,5.0
Eastern,2008,mcpr_all_women,16.6,percent,contraception,fp2020,Eastern,False,DHS,5.0
Eastern,2014,mcpr_all_women,18.3,percent,contraception,fp2020,Eastern,False,DHS,6.0
Eastern,2016,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,2.0
Eastern,2019,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,3.0
Eastern,2022,mcpr_all_women,24.6,percent,contraception,fp2020,Eastern,False,DHS,3.0
Upper East,1988,mcpr_all_women,1.0,percent,contraception,fp2020,"Northern, Upper West, Upper East",True,DHS,
Upper East,1993,mcpr_all_women,8.3,percent,contraception,fp2020,Upper East,False,DHS,5.0
Upper East,1998,mcpr_all_women,7.4,percent,contraception,fp2020,Upper East,False,DHS,5.0
Upper East,2003,mcpr_all_women,8.0,percent,contraception,fp2020,Upper East,False,DHS,5.0
Upper East,2008,mcpr_all_women,11.3,percent,contraception,fp2020,Upper East,False,DHS,5.0
Upper East,2014,mcpr_all_women,18.3,percent,contraception,fp2020,Upper East,False,DHS,6.0
Upper East,2016,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,2.0
Upper East,2019,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,3.0
Upper East,2022,mcpr_all_women,24.7,percent,contraception,fp2020,Upper East,False,DHS,3.0
Upper West,1988,mcpr_all_women,1.0,percent,contraception,fp2020,"Northern, Upper West, Upper East",True,DHS,
Upper West,1993,mcpr_all_women,5.0,percent,contraception,fp2020,Upper West,False,DHS,5.0
Upper West,1998,mcpr_all_women,7.9,percent,contraception,fp2020,Upper West,False,DHS,5.0
Upper West,2003,mcpr_all_women,15.8,percent,contraception,fp2020,Upper West,False,DHS,5.0
Upper West,2008,mcpr_all_women,17.0,percent,contraception,fp2020,Upper West,False,DHS,5.0
Upper West,2014,mcpr_all_women,19.4,percent,contraception,fp2020,Upper West,False,DHS,6.0
Upper West,2016,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,2.0
Upper West,2019,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,3.0
Upper West,2022,mcpr_all_women,26.8,percent,contraception,fp2020,Upper West,False,DHS,3.0
Western,1988,mcpr_all_women,3.8,percent,contraception,fp2020,Western (pre 2022),True,DHS,
Western,1993,mcpr_all_women,10.6,percent,contraception,fp2020,Western (pre 2022),True,DHS,5.0
Western,1998,mcpr_all_women,7.5,percent,contraception,fp2020,Western (pre 2022),True,DHS,5.0
Western,2003,mcpr_all_women,14.4,percent,contraception,fp2020,Western (pre 2022),True,DHS,5.0
Western,2008,mcpr_all_women,10.9,percent,contraception,fp2020,Western (pre 2022),True,DHS,5.0
Western,2014,mcpr_all_women,20.4,percent,contraception,fp2020,Western (pre 2022),True,DHS,6.0
Western,2016,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,2.0
Western,2019,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,3.0
Western,2022,mcpr_all_women,28.1,percent,contraception,fp2020,Western (post 2022),True,DHS,3.0
Western North,1988,mcpr_all_women,3.8,percent,contraception,fp2020,Western (pre 2022),True,DHS,
Western North,1993,mcpr_all_women,10.6,percent,contraception,fp2020,Western (pre 2022),True,DHS,5.0
Western North,1998,mcpr_all_women,7.5,percent,contraception,fp2020,Western (pre 2022),True,DHS,5.0
Western North,2003,mcpr_all_women,14.4,percent,contraception,fp2020,Western (pre 2022),True,DHS,5.0
Western North,2008,mcpr_all_women,10.9,percent,contraception,fp2020,Western (pre 2022),True,DHS,5.0
Western North,2014,mcpr_all_women,20.4,percent,contraception,fp2020,Western (pre 2022),True,DHS,6.0
Western North,2016,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,2.0
Western North,2019,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,3.0
Western North,2022,mcpr_all_women,25.2,percent,contraception,fp2020,Western North,False,DHS,3.0
Volta,1988,mcpr_all_women,4.0,percent,contraception,fp2020,Volta (pre 2022),True,DHS,
Volta,1993,mcpr_all_women,8.4,percent,contraception,fp2020,Volta (pre 2022),True,DHS,5.0
Volta,1998,mcpr_all_women,11.2,percent,contraception,fp2020,Volta (pre 2022),True,DHS,5.0
Volta,2003,mcpr_all_women,16.3,percent,contraception,fp2020,Volta (pre 2022),True,DHS,5.0
Volta,2008,mcpr_all_women,15.7,percent,contraception,fp2020,Volta (pre 2022),True,DHS,5.0
Volta,2014,mcpr_all_women,24.0,percent,contraception,fp2020,Volta (pre 2022),True,DHS,6.0
Volta,2016,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,2.0
Volta,2019,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,3.0
Volta,2022,mcpr_all_women,23.7,percent,contraception,fp2020,Volta (post 2022),True,DHS,3.0
Oti,1988,mcpr_all_women,4.0,percent,contraception,fp2020,Volta (pre 2022),True,DHS,
Oti,1993,mcpr_all_women,8.4,percent,contraception,fp2020,Volta (pre 2022),True,DHS,5.0
Oti,1998,mcpr_all_women,11.2,percent,contraception,fp2020,Volta (pre 2022),True,DHS,5.0
Oti,2003,mcpr_all_women,16.3,percent,contraception,fp2020,Volta (pre 2022),True,DHS,5.0
Oti,2008,mcpr_all_women,15.7,percent,contraception,fp2020,Volta (pre 2022),True,DHS,5.0
Oti,2014,mcpr_all_women,24.0,percent,contraception,fp2020,Volta (pre 2022),True,DHS,6.0
Oti,2016,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,2.0
Oti,2019,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,3.0
Oti,2022,mcpr_all_women,23.6,percent,contraception,fp2020,Oti,False,DHS,3.0
Ahafo,1988,mcpr_all_women,4.8,percent,contraception,fp2020,Brong-Ahafo,True,DHS,
Ahafo,1993,mcpr_all_women,13.4,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Ahafo,1998,mcpr_all_women,11.3,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Ahafo,2003,mcpr_all_women,20.1,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Ahafo,2008,mcpr_all_women,15.7,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Ahafo,2014,mcpr_all_women,23.5,percent,contraception,fp2020,Brong-Ahafo,True,DHS,6.0
Ahafo,2016,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,2.0
Ahafo,2019,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,3.0
Ahafo,2022,mcpr_all_women,29.8,percent,contraception,fp2020,Ahafo,False,DHS,3.0
Bono,1988,mcpr_all_women,4.8,percent,contraception,fp2020,Brong-Ahafo,True,DHS,
Bono,1993,mcpr_all_women,13.4,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Bono,1998,mcpr_all_women,11.3,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Bono,2003,mcpr_all_women,20.1,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Bono,2008,mcpr_all_women,15.7,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Bono,2014,mcpr_all_women,23.5,percent,contraception,fp2020,Brong-Ahafo,True,DHS,6.0
Bono,2016,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,2.0
Bono,2019,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,3.0
Bono,2022,mcpr_all_women,22.2,percent,contraception,fp2020,Bono,False,DHS,3.0
Bono East,1988,mcpr_all_women,4.8,percent,contraception,fp2020,Brong-Ahafo,True,DHS,
Bono East,1993,mcpr_all_women,13.4,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Bono East,1998,mcpr_all_women,11.3,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Bono East,2003,mcpr_all_women,20.1,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Bono East,2008,mcpr_all_women,15.7,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Bono East,2014,mcpr_all_women,23.5,percent,contraception,fp2020,Brong-Ahafo,True,DHS,6.0
Bono East,2016,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,2.0
Bono East,2019,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,3.0
Bono East,2022,mcpr_all_women,17.7,percent,contraception,fp2020,Bono East,False,DHS,3.0
Northern,1988,mcpr_all_women,1.0,percent,contraception,fp2020,"Northern, Upper West, Upper East",True,DHS,
Northern,1993,mcpr_all_women,4.7,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
Northern,1998,mcpr_all_women,5.5,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
Northern,2003,mcpr_all_women,7.0,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
Northern,2008,mcpr_all_women,4.9,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
Northern,2014,mcpr_all_women,9.3,percent,contraception,fp2020,Northern (pre 2022),True,DHS,6.0
Northern,2016,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,2.0
Northern,2019,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,3.0
Northern,2022,mcpr_all_women,16.6,percent,contraception,fp2020,Northern(post 2022),True,DHS,3.0
Savannah,1988,mcpr_all_women,1.0,percent,contraception,fp2020,"Northern, Upper West, Upper East",True,DHS,
Savannah,1993,mcpr_all_women,4.7,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
Savannah,1998,mcpr_all_women,5.5,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
Savannah,2003,mcpr_all_women,7.0,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
Savannah,2008,mcpr_all_women,4.9,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
Savannah,2014,mcpr_all_women,9.3,percent,contraception,fp2020,Northern (pre 2022),True,DHS,6.0
Savannah,2016,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,2.0
Savannah,2019,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,3.0
Savannah,2022,mcpr_all_women,16.6,percent,contraception,fp2020,Savannah,False,DHS,3.0
North East,1988,mcpr_all_women,1.0,percent,contraception,fp2020,"Northern, Upper West, Upper East",True,DHS,
North East,1993,mcpr_all_women,4.7,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
North East,1998,mcpr_all_women,5.5,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
North East,2003,mcpr_all_women,7.0,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
North East,2008,mcpr_all_women,4.9,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
North East,2014,mcpr_all_women,9.3,percent,contraception,fp2020,Northern (pre 2022),True,DHS,6.0
North East,2016,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,2.0
North East,2019,mcpr_all_women,,percent,contraception,fp2020,,False,MIS,3.0
North East,2022,mcpr_all_women,14.8,percent,contraception,fp2020,Northeast,True,DHS,3.0
Ashanti,1988,mcpr_married,6.5,percent,contraception,fp2020,Ashanti,False,DHS,
Ashanti,1993,mcpr_married,8.0,percent,contraception,fp2020,Ashanti,False,DHS,5.0
Ashanti,1998,mcpr_married,14.0,percent,contraception,fp2020,Ashanti,False,DHS,5.0
Ashanti,2003,mcpr_married,21.0,percent,contraception,fp2020,Ashanti,False,DHS,5.0
Ashanti,2008,mcpr_married,15.7,percent,contraception,fp2020,Ashanti,False,DHS,5.0
Ashanti,2014,mcpr_married,20.8,percent,contraception,fp2020,Ashanti,False,DHS,6.0
Ashanti,2016,mcpr_married,,percent,contraception,fp2020,,False,MIS,2.0
Ashanti,2019,mcpr_married,,percent,contraception,fp2020,,False,MIS,3.0
Ashanti,2022,mcpr_married,32.1,percent,contraception,fp2020,Ashanti,False,DHS,3.0
Central,1988,mcpr_married,4.9,percent,contraception,fp2020,Central,False,DHS,
Central,1993,mcpr_married,7.6,percent,contraception,fp2020,Central,False,DHS,5.0
Central,1998,mcpr_married,13.1,percent,contraception,fp2020,Central,False,DHS,5.0
Central,2003,mcpr_married,13.2,percent,contraception,fp2020,Central,False,DHS,5.0
Central,2008,mcpr_married,17.0,percent,contraception,fp2020,Central,False,DHS,5.0
Central,2014,mcpr_married,27.5,percent,contraception,fp2020,Central,False,DHS,6.0
Central,2016,mcpr_married,,percent,contraception,fp2020,,False,MIS,2.0
Central,2019,mcpr_married,,percent,contraception,fp2020,,False,MIS,3.0
Central,2022,mcpr_married,34.5,percent,contraception,fp2020,Central,False,DHS,3.0
Greater Accra,1988,mcpr_married,10.6,percent,contraception,fp2020,Greater Accra,False,DHS,
Greater Accra,1993,mcpr_married,18.0,percent,contraception,fp2020,Greater Accra,False,DHS,5.0
Greater Accra,1998,mcpr_married,17.4,percent,contraception,fp2020,Greater Accra,False,DHS,5.0
Greater Accra,2003,mcpr_married,26.0,percent,contraception,fp2020,Greater Accra,False,DHS,5.0
Greater Accra,2008,mcpr_married,22.2,percent,contraception,fp2020,Greater Accra,False,DHS,5.0
Greater Accra,2014,mcpr_married,19.4,percent,contraception,fp2020,Greater Accra,False,DHS,6.0
Greater Accra,2016,mcpr_married,,percent,contraception,fp2020,,False,MIS,2.0
Greater Accra,2019,mcpr_married,,percent,contraception,fp2020,,False,MIS,3.0
Greater Accra,2022,mcpr_married,23.8,percent,contraception,fp2020,Greater Accra,False,DHS,3.0
Eastern,1988,mcpr_married,5.8,percent,contraception,fp2020,Eastern,False,DHS,
Eastern,1993,mcpr_married,12.9,percent,contraception,fp2020,Eastern,False,DHS,5.0
Eastern,1998,mcpr_married,19.6,percent,contraception,fp2020,Eastern,False,DHS,5.0
Eastern,2003,mcpr_married,21.5,percent,contraception,fp2020,Eastern,False,DHS,5.0
Eastern,2008,mcpr_married,17.0,percent,contraception,fp2020,Eastern,False,DHS,5.0
Eastern,2014,mcpr_married,25.6,percent,contraception,fp2020,Eastern,False,DHS,6.0
Eastern,2016,mcpr_married,,percent,contraception,fp2020,,False,MIS,2.0
Eastern,2019,mcpr_married,,percent,contraception,fp2020,,False,MIS,3.0
Eastern,2022,mcpr_married,28.6,percent,contraception,fp2020,Eastern,False,DHS,3.0
Upper East,1988,mcpr_married,0.7,percent,contraception,fp2020,"Northern, Upper West, Upper East",True,DHS,
Upper East,1993,mcpr_married,7.2,percent,contraception,fp2020,Upper East,False,DHS,5.0
Upper East,1998,mcpr_married,7.5,percent,contraception,fp2020,Upper East,False,DHS,5.0
Upper East,2003,mcpr_married,9.7,percent,contraception,fp2020,Upper East,False,DHS,5.0
Upper East,2008,mcpr_married,14.3,percent,contraception,fp2020,Upper East,False,DHS,5.0
Upper East,2014,mcpr_married,23.3,percent,contraception,fp2020,Upper East,False,DHS,6.0
Upper East,2016,mcpr_married,,percent,contraception,fp2020,,False,MIS,2.0
Upper East,2019,mcpr_married,,percent,contraception,fp2020,,False,MIS,3.0
Upper East,2022,mcpr_married,30.9,percent,contraception,fp2020,Upper East,False,DHS,3.0
Upper West,1988,mcpr_married,0.7,percent,contraception,fp2020,"Northern, Upper West, Upper East",True,DHS,
Upper West,1993,mcpr_married,5.1,percent,contraception,fp2020,Upper West,False,DHS,5.0
Upper West,1998,mcpr_married,9.1,percent,contraception,fp2020,Upper West,False,DHS,5.0
Upper West,2003,mcpr_married,19.5,percent,contraception,fp2020,Upper West,False,DHS,5.0
Upper West,2008,mcpr_married,20.5,percent,contraception,fp2020,Upper West,False,DHS,5.0
Upper West,2014,mcpr_married,24.8,percent,contraception,fp2020,Upper West,False,DHS,6.0
Upper West,2016,mcpr_married,,percent,contraception,fp2020,,False,MIS,2.0
Upper West,2019,mcpr_married,,percent,contraception,fp2020,,False,MIS,3.0
Upper West,2022,mcpr_married,33.8,percent,contraception,fp2020,Upper West,False,DHS,3.0
Western,1988,mcpr_married,3.2,percent,contraception,fp2020,Western (pre 2022),True,DHS,
Western,1993,mcpr_married,14.4,percent,contraception,fp2020,Western (pre 2022),True,DHS,5.0
Western,1998,mcpr_married,8.7,percent,contraception,fp2020,Western (pre 2022),True,DHS,5.0
Western,2003,mcpr_married,17.7,percent,contraception,fp2020,Western (pre 2022),True,DHS,5.0
Western,2008,mcpr_married,13.2,percent,contraception,fp2020,Western (pre 2022),True,DHS,5.0
Western,2014,mcpr_married,23.3,percent,contraception,fp2020,Western (pre 2022),True,DHS,6.0
Western,2016,mcpr_married,,percent,contraception,fp2020,,False,MIS,2.0
Western,2019,mcpr_married,,percent,contraception,fp2020,,False,MIS,3.0
Western,2022,mcpr_married,35.5,percent,contraception,fp2020,Western (post 2022),True,DHS,3.0
Western North,1988,mcpr_married,3.2,percent,contraception,fp2020,Western (pre 2022),True,DHS,
Western North,1993,mcpr_married,14.4,percent,contraception,fp2020,Western (pre 2022),True,DHS,5.0
Western North,1998,mcpr_married,8.7,percent,contraception,fp2020,Western (pre 2022),True,DHS,5.0
Western North,2003,mcpr_married,17.7,percent,contraception,fp2020,Western (pre 2022),True,DHS,5.0
Western North,2008,mcpr_married,13.2,percent,contraception,fp2020,Western (pre 2022),True,DHS,5.0
Western North,2014,mcpr_married,23.3,percent,contraception,fp2020,Western (pre 2022),True,DHS,6.0
Western North,2016,mcpr_married,,percent,contraception,fp2020,,False,MIS,2.0
Western North,2019,mcpr_married,,percent,contraception,fp2020,,False,MIS,3.0
Western North,2022,mcpr_married,29.1,percent,contraception,fp2020,Western North,False,DHS,3.0
Volta,1988,mcpr_married,3.9,percent,contraception,fp2020,Volta (pre 2022),True,DHS,
Volta,1993,mcpr_married,7.7,percent,contraception,fp2020,Volta (pre 2022),True,DHS,5.0
Volta,1998,mcpr_married,12.1,percent,contraception,fp2020,Volta (pre 2022),True,DHS,5.0
Volta,2003,mcpr_married,19.3,percent,contraception,fp2020,Volta (pre 2022),True,DHS,5.0
Volta,2008,mcpr_married,20.5,percent,contraception,fp2020,Volta (pre 2022),True,DHS,5.0
Volta,2014,mcpr_married,29.5,percent,contraception,fp2020,Volta (pre 2022),True,DHS,6.0
Volta,2016,mcpr_married,,percent,contraception,fp2020,,False,MIS,2.0
Volta,2019,mcpr_married,,percent,contraception,fp2020,,False,MIS,3.0
Volta,2022,mcpr_married,29.3,percent,contraception,fp2020,Volta (post 2022),True,DHS,3.0
Oti,1988,mcpr_married,3.9,percent,contraception,fp2020,Volta (pre 2022),True,DHS,
Oti,1993,mcpr_married,7.7,percent,contraception,fp2020,Volta (pre 2022),True,DHS,5.0
Oti,1998,mcpr_married,12.1,percent,contraception,fp2020,Volta (pre 2022),True,DHS,5.0
Oti,2003,mcpr_married,19.3,percent,contraception,fp2020,Volta (pre 2022),True,DHS,5.0
Oti,2008,mcpr_married,20.5,percent,contraception,fp2020,Volta (pre 2022),True,DHS,5.0
Oti,2014,mcpr_married,29.5,percent,contraception,fp2020,Volta (pre 2022),True,DHS,6.0
Oti,2016,mcpr_married,,percent,contraception,fp2020,,False,MIS,2.0
Oti,2019,mcpr_married,,percent,contraception,fp2020,,False,MIS,3.0
Oti,2022,mcpr_married,28.5,percent,contraception,fp2020,Oti,False,DHS,3.0
Ahafo,1988,mcpr_married,5.2,percent,contraception,fp2020,Brong-Ahafo,True,DHS,
Ahafo,1993,mcpr_married,14.0,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Ahafo,1998,mcpr_married,14.8,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Ahafo,2003,mcpr_married,24.8,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Ahafo,2008,mcpr_married,21.6,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Ahafo,2014,mcpr_married,26.2,percent,contraception,fp2020,Brong-Ahafo,True,DHS,6.0
Ahafo,2016,mcpr_married,,percent,contraception,fp2020,,False,MIS,2.0
Ahafo,2019,mcpr_married,,percent,contraception,fp2020,,False,MIS,3.0
Ahafo,2022,mcpr_married,35.8,percent,contraception,fp2020,Ahafo,False,DHS,3.0
Bono,1988,mcpr_married,5.2,percent,contraception,fp2020,Brong-Ahafo,True,DHS,
Bono,1993,mcpr_married,14.0,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Bono,1998,mcpr_married,14.8,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Bono,2003,mcpr_married,24.8,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Bono,2008,mcpr_married,21.6,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Bono,2014,mcpr_married,26.2,percent,contraception,fp2020,Brong-Ahafo,True,DHS,6.0
Bono,2016,mcpr_married,,percent,contraception,fp2020,,False,MIS,2.0
Bono,2019,mcpr_married,,percent,contraception,fp2020,,False,MIS,3.0
Bono,2022,mcpr_married,28.3,percent,contraception,fp2020,Bono,False,DHS,3.0
Bono East,1988,mcpr_married,5.2,percent,contraception,fp2020,Brong-Ahafo,True,DHS,
Bono East,1993,mcpr_married,14.0,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Bono East,1998,mcpr_married,14.8,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Bono East,2003,mcpr_married,24.8,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Bono East,2008,mcpr_married,21.6,percent,contraception,fp2020,Brong-Ahafo,True,DHS,5.0
Bono East,2014,mcpr_married,26.2,percent,contraception,fp2020,Brong-Ahafo,True,DHS,6.0
